CLUE,ANS,POS
Suddenly ,all at once,15
Lever moving boat's rudder,tiller,4
Purposes or intentions ,aims,1
Cores ,hearts,2
Mental or emotional strain,stress,1
Episode ,chapter,2
Evening music (played outside woman's house) ,serenade,2
Narrow track or path ,lane,7
Decorates with hanging ornaments ,festoons,9
Electric safety device ,circuit breaker,3
Anniversary ,jubilee,16
Region of Romania - Latvian yarns (anag),transylvania,1
Artist's workshop ,atelier,2
Helps ,aids,2
Arab state ,bahrain,12
Upper covering ,roof,1
Involuntary habitual response,tic,1
Sign of the zodiac ,leo,5
Debate ,argument,1
Curling columns of smoke ,plumes,2
Tropical fruit ,guava,8
