CLUE,ANS,POS,FOUND IN
Leaves carved on a Corinthian column ,acanthus,1,"Acanthus - A leafy design element often found in ancient Greek and Roman architecture, especially on Corinthian columns."
Citizen of a former Soviet republic,kazakh,5,Kazakhstani (Kazakhstan)
Early nineteenth century anti-machinery demonstrator ,luddite,1,"Luddite - Originally referring to members of an early nineteenth-century English working class movement who protested against newly developed labor-economizing technologies, particularly in the textile industry."
Deploy ,use,17,"Mobilize - Prepare and organize resources for immediate use, especially military forces."
Mass for the dead ,requiem,12,Requiem Mass (a Christian liturgical service)
Support; long pillow ,bolster,3,"Bolster (a narrow, firm, wedge-shaped cushion used to provide support and comfort)"
Accumulate into total ,aggregate,1,Aggregate - To gather together and combine into one mass or whole.
"Piece of wood, potato, or silicon",chip,1,Chip (as in potato chip)
Pudding ,dessert,1,"Custard - A sweet, creamy dessert made from milk, eggs and sugar"
Horizontal beam over a doorway ,lintel,2,"Lintel - The structural element spanning openings like doors and windows, typically made from stone or reinforced concrete; it acts as a horizontal beam over doorways."
Turkish commander ,aga,10,Kara Çelebi (also known as Karamanoglu) - A Turkish chieftain who led a rebellion against the Seljuk Turks in Anatolia in the early 13th century.
"Marlon --, US actor ",brando,1,Marlon Brando
Greek aubergine-based dish,moussaka,1,"Moussaka - A classic Greek casserole made with layers of eggplant, minced meat (usually lamb), and béchamel sauce."
It's now Sri Lanka ,ceylon,2,Ceylon Tea - A famous tea variety grown in Sri Lanka.
Metallic element ,tin,5,Zinc (Zn) - A bluish-white metal often utilized as a protective coating on steel and for galvanizing iron.
Fermented feeding stuff for cattle ,silage,1,"Silage - A type of fermented, high-moisture fodder preserved through anaerobic digestion and commonly fed to ruminants like cattle."
Blyton creation ,noddy,1,"Noddy - A whimsical wooden toy and character created by Enid Blyton, featuring as an adventurous young boy who travels on his boat called ""The Snuffletown Express."""
Words made from letters of other words ,anagrams,16,Anagrammatic: Pertaining to or containing anagrams; using an arrangement of letters to form different phrases or words from one another.
Adherent of Indian religion ,hindu,1,Hinduism
Middle Eastern market ,bazaar,1,Souk - A traditional Arabic open-air market or bazaar found in many Middle Eastern cities.
