CLUE,ANS,POS
Proportion of one thing to another ,ratio,1
Intrepid,audacious,6
Large property ,estate,1
Hamlet's mother ,gertrude,1
Heavenly,celestial,18
Gross mistake,blunder,1
Kinship between women ,sisterhood,1
Interlace strands of material ,weave,2
Lacking in excitement ,mundane,1
Local dignitary ,mayor,1
Pass away ,perish,2
Not guilty ,innocent,4
Divine food,manna,2
Without anxiety or responsibilities ,carefree,2
Support; in return ,back,9
Protective or concerned ,caring,5
Retail outlet,shop,2
Royal insignia ,regalia,9
Covert ,stealthy,1
Discourage ,deter,3
Evident - tangible ,palpable,17
Former name for Sri Lanka ,ceylon,1
Comedian ,comic,11
