CLUE,ANS,POS,FOUND IN
Leg-wear for women ,tights,4,Tights: Thin legwear that covers the wearer's entire legs and feet while leaving the arms uncovered; often translucent and can be either sheer or opaque.
Rubbed out ,erased,1,Erased or wiped clean
Everyone ,all,1,All individuals
Little quarrel - leg wear,spat,7,Sock spat
German playwright,brecht,2,"Bertolt Brecht - Co-founder of the Epic Theater movement; notable works include ""Baal,"" ""The Threepenny Opera,"" and ""Mother Courage and Her Children."""
Cargo thrown overboard ,jetsam,17,Flotsam and jetsam (deliberate or accidental)
Pine; protracted ,long-,1,Long-lasting
Covered in folds of cloth ,draped,4,Cloth-draped
Scribbles absent-mindedly ,doodles,6,Mindless doodles
Type of lens,wide-angle,17,"Wide-angle lens (specifically, fisheye or ultrawide)"
Deduce (from evidence) ,infer,1,Inferential reasoning
Approximate calculation ,estimate,1,Rough estimate
Structure for transporting ,vehicle,4,"Cart: A two-wheeled or four-wheerannied vehicle that can transport small to medium loads, often pulled by animals."
Dog lead ,leash,1,Canine leash
High-birthrate period ,baby boom,3,Baby boom era
