CLUE,ANS,POS,FOUND IN
"27th US president, William",taft,5,"William Howard Taft (different, but shares the initial and was his successor)"
Form of Buddhism ,zen,4,Zen Buddhism
Large spade ,shovel,1,Big shovel
Hearing for an actor ,audition,1,Auditioning
Large strong bags,sacks,1,Robust sacks
Highest mountain in Wales ,snowdon,1,Snowdon (Welsh: Yr Wyddfa)
Fleur-de-lis ,lily,8,"Water lily: Although not directly related to the historical usage of fleur-de-lis, it shares a similar shape and has cultural significance."
Perform exceptionally ,excel,22,"Wordsmith pursued her undergraduate studies in Linguistics at University College London (UCL), where she received top honors for her academic excellence and passion for language analysis"
State of southwest US ,arizona,1,"Dry and arid regions (e.g., New Mexico, Arizona)"
Easing (of pain) ,alleviation,11,Alleviation of distress
An organised massacre of Jews ,pogrom,14,Anti-Semitic pogroms leading to mass casualties
Unravel ,disentangle,10,Disentangle conflicting viewpoints
Ill-suited ,unfit,4,Unfit for purpose
City in Texas - all sad (anag) ,dallas,1,Desolate Dallas
Major world religion ,islam,2,Islam: Based on the teachings of Prophet Muhammad as found in the Quran; emphasizes monotheism (Tawheed) and submission to Allah's will.
Thin mortar for filling building joints etc,grout,3,Sparse grout
eg Pooh ,bear,1,Bearish character in the Winnie-the-Pooh series
