CLUE,ANS,POS
Was sorry about ,rued,16
Had a row ,fought,3
Under normal conditions ,usually,6
Sycophant ,toady,5
"Rue, repent ",regret,1
Astrological band of the sky with 12 signs ,zodiac,1
Route ,path,1
Rich fabric ,velvet,1
Use ,employ,1
Scope - send money ,remit,4
Nocturnal bird ,owl,1
Sicilian volcano ,etna,1
Imaginary white horse with long horn ,unicorn,1
Pier ,jetty,3
Massage ,knead,4
Dome ,cupola,12
Inhabitants ,inmates,11
Repair ,mend,1
Have ,own,2
Central mass of a cell ,nucleus,1
Accuse of crime against the state ,impeach,7
Motionless ,static,5
Artificial language ,esperanto,1
Human faces ,visages,4
A tooth on a wheel ,cog,2
Injury or wound ,lesion,20
Lesson offered by story ,moral,1
Remember ,recall,1
