CLUE,ANS,POS,FOUND IN
"Draw out, evoke",elicit,8,"A powerful photograph capturing raw emotions associated with hunger, such as desperation, vulnerability, or resilience in the face of adversity, using visual storytelling to elicit empathy from viewers."
"Apply, employ ",use,13,Put to use
Flabbergast ,astound,6,Deeply astounded
Car (US) ,auto,1,Automobile
Lie on surface of water,float,1,Floating
Alter ,amend,6,Amended
Exercise power over in an autocratic manner ,domineer,1,Domineering leader
Applaud ,cheer,1,Cheerful clapping
See Danite among those confined by the authorities ,detainees,3,Locked up detainees
"With tender, nostalgic or sad feelings ",sentimental,7,Tearfully sentimental
Tail vertebrae ,coccyx,1,"Coccyx (though not part of the tail, it is related in terms of being a remnant of vertebral structure)"
Simple arithmetic ,addition,1,Addition (+): Combining numbers or values into a sum.
Accessible to all ,public,4,Public domain
Game in which the answer is acted out ,charade,3,Charades
Fungus used in baking ,yeast,1,"Yeast: A single-celled fungus widely used in baking for its leavening properties, helping dough rise by fermenting sugars present in the flour."
