CLUE,ANS,POS,FOUND IN
Impart confidence ,assure,1,Self-assured
"Prescribed course of diet, exercise, etc ",regimen,1,Therapeutic regimen
Remove by force ,extract,1,Extract violently
Self-murdering,suicidal,1,Suicidal ideation
Adoration ,worship,8,Worshipful admiration
Denver's state ,colorado,3,Colorado Plateau
Supply (with items) ,equip,3,Fully equipped
Position or posture ,stance,4,Erect stance
Painful muscle contraction ,spasm,3,Spasms
Disentangle ,unravel,15,Unravel complexities
Pure whisky,malt,5,Single malt
