CLUE,ANS,POS
Inaugurate ,introduce,7
An Italian red wine ,chianti,1
Thankfulness and appreciation ,gratitude,1
Latin American dance (requiring two?),tango,2
Soft-hearted ,sentimental,16
Annual west London event ,notting hill carnival,1
Hopeless endeavour,lost cause,17
Gleam ,shine,1
Opportunity ,chance,1
Solid ground ,terra firma,2
Island state in the Indian Ocean,mauritius,1
Cat-like ,feline,1
Czech capital ,prague,1
Syntax etc,grammar,1
"Oppressive, wearisome ",burdensome,2
Muslim religious jurist ,mufti,5
Short golf shot ,chip,2
Follower of Punjab religion ,sikh,1
"Plentiful, ample ",abundant,1
Feral pig ,wild boar,1
Winch ,hoist,2
One who takes control of plane by force ,hijacker,1
French policeman ,gendarme,2
Person with great sensitivity towards the arts and the beautiful ,aesthete,1
Oust,eject,5
Leave ,depart,1
Australian wilderness ,outback,1
Fortified white wine ,madeira,8
Sweet course ,dessert,1
Godlike ,divine,1
Bird - lower your head!,duck,3
