CLUE,ANS,POS,FOUND IN
Small tower on a castle ,turret,16,Fortress turret
"- - Fitzgerald, singer ",ella,1,"As in Ella Fitzgerald, the legendary jazz singer."
Region of South America ,patagonia,16,Patagonia (regional area)
Branch of knowledge ,science,5,Branch of science
Data manipulation program ,spreadsheet,11,Spreadsheet editor
Minor argument ,spat,4,Small spat
Bishops' dioceses ,sees,6,Regional sees
Go up suddenly ,rocket,9,Skyrocket
Become limp,droop,8,Droopy
Nabokov heroine ,lolita,1,"Dolores Haze, also known as Lolita"
"In yoga, a centre of spiritual power in the body ",chakra,2,The third chakra
