CLUE,ANS,POS,FOUND IN
Openness to change ,adaptability,1,"Evelyn Witts, I would consider words such as adaptability, flexibility, pliable, malleable, receptive, progressiveness, innovativeness, inventiveness, change-oriented, transformative, fluidity, reformable, evolvable (although less common), and modifiable"
Lady of the night before ,eve,8,Evening hostess
Eve of All Saints' Day ,halloween,1,Halloween evening
Small role for a well-known actor,cameo,14,"Cameo appearance (brief and usually unplanned role, often by well-known actors)"
Occurring now and then -- cop raids (anag) ,sporadic,2,Parodics - hypothetical word to denote sporadic comedic interventions mimicking police raids for satire purposes.
A very black colour of black ,jet,2,Jet-black
Out of breath ,puffing,14,Huffing and puffing
"Profits, incomes ",earnings,2,Earnings (general term for income)
"It causes something to happen, in chemistry say ",catalyst,2,Catalyst (most direct reference)
Do well ,prosper,3,Thrive (implying growth or prosperity)
