CLUE,ANS,POS,FOUND IN
Viper ,adder,1,Adder – A type of viper found in Europe and Asia.
Yearn ,ache,6,Ache for
From one side to another,across,4,Across the room
"Prefix meaning life, of living things ",bio,1,Bio-
Compartment for baking ,oven,2,Oven rack - An essential component inside an oven where food can be placed during the cooking or baking process
Self-evident truth ,axiom,1,Axiomatic principle
Hollow (in a wall) ,recess,5,Recess (a shallow depression in a surface)
Andean beast of burden ,llama,2,"Llama - The most likely answer, given its common association with the Andes."
One hooked on something ,addict,2,Addicted
Fin on the back of a fish ,dorsal,4,Dorsal fin (a specific type found along the backs of many fish)
"Fatuous, vacuous ",inane,4,Inane chatter
