CLUE,ANS,POS,FOUND IN
Cowboy film ,western,1,Westerns
Male bird ,cock,8,"Peacock (especially the male, known for its vibrant plumage and tail display)"
Became motionless ,froze,11,Frozen (in terms of temperature)
Direct the eye to ,look,3,Look at
Type of window in roof,dormer,6,Dormer window
Hebridean island ,islay,6,"Islay - An Outer Hebridean island famous for its distilleries producing single malt whisky, such as Lagavulin and Laphroaig."
A place of safety or sanctuary,oasis,12,Oasis - A fertile spot in a desert where water is available for drinking and irrigation.
Shape of a spring ,spiral,1,"Helix - A spiral or coiled shape, often found in springs such as metal helical springs."
Two squared ,four,2,Quadrant (one-fourth division of the coordinate plane)
Large boiling pot,cauldron,1,"Cauldron - A large metal pot, often seen in folklore and mythology, used for cooking or brewing magical concoctions"
Sale of goods ,retail,9,Retail Merchandise
Heraldic beast ,unicorn,2,"Unicorn - A mythical horse-like animal with one long, spiraled horn projecting from its forehead."
Aqualung ,scuba,1,"Scuba Diving Gear - Includes an Aqualung, which is part of the essential equipment for underwater exploration."
Flightless birds,emus,2,"Emus - Native to Australia, emus are tall, flightless birds with grayish feathers."
