CLUE,ANS,POS,FOUND IN
Milky gem ,opal,11,Opalina (a type of opal that sometimes contains white flecks or a slight milky sheen)
Hopelessness ,despair,2,Despairing
Going in the same direction but always the same distance apart ,parallel,1,Parallel lines
Outline drawing ,sketch,5,Sketch cars parked along the streets or moving down lanes to represent traffic flow.
Pennant ,banner,1,Triangular banner
Small fly ,midge,3,Midges
Medical care ,treatment,2,"Hospitalization: Admission into a hospital for diagnosis, treatment, and monitoring of illnesses or injuries."
Part of the ear ,lobe,4,Earlobe
Transparent part of envelope,window,1,Windowpane
Captivate ,enthral,1,Enthralling
Art of crafting objects from paper,origami,1,"Origami: The traditional Japanese art of folding paper into intricate shapes, figures, or scenes without cutting or gluing."
Person who paddles a kayak or suchlike ,canoeist,3,Canoeist (if referring to similar watercraft but different craft type)
Greatly surprised,amazed,20,Incredulous and amazed
Storage space for fodder,silo,1,Animal feed silo
Albumen,egg white,1,"Egg white: A protein-rich, viscous substance found within the shell membrane surrounding an egg yolk."
Dealer in knives and forks ,cutler,1,Cutlery merchant
Thin paper or plastic tubes ,straws,9,Eco-friendly straws (made of paper or plastic)
Woollies ,knitwear,3,Knitwear production
