CLUE,ANS,POS
Film ,movie,3
Wryly satirical ,ironic,1
Formerly Nyasaland ,malawi,1
Renounce (a belief) ,recant,5
Golf ball support ,tee,1
"James --, fourth US president ",madison,1
Take over plane by force in flight ,hijack,1
Book of maps ,atlas,1
Exalted; awesome ,sublime,6
Pointed weapons ,spears,2
Loop of rope with a slip knot,noose,1
South American capital ,brasilia,2
Artillerymen,gunners,1
Arab sailing ship ,dhow,1
"Crazy, insane ",demented,4
Bequest ,legacy,1
Polite addition to a request ,please,1
A feeling of righteous anger,outrage,12
Low spirits,melancholy,4
The easing of tensions between nations ,detente,2
Large military force,army,1
