CLUE,ANS,POS
"Caught in position with no escape, like rat ",cornered,7
Small busy insect ,ant,1
Not abstract or imaginary ,concrete,2
Try ,attempt,1
Stay on as if reluctant to leave ,linger,1
Young geese ,goslings,1
Foremost ,prime,5
Madagascan primate ,lemur,1
Home ,abode,5
Extreme unkindness,cruelty,2
Ensnare,entrap,1
Inattentive ,careless,14
Survey of how people have just voted ,exit poll,1
Capital of Cyprus ,nicosia,1
Slayer of the Minotaur ,theseus,1
Fragile ,delicate,5
"Dependant, underling",minion,9
"Handle, oversee ",manage,2
Stylish ,chic,1
"Harmful, unfavourable ",adverse,5
Appealingly fanciful ,whimsical,1
Put foot on a pest ,step,4
Branch of mathematics ,geometry,3
Capable of stretching ,tensile,20
Passage between seats ,aisle,1
Mother-of-pearl ,nacre,1
Sound of a plane flying faster than the speed of sound ,sonic boom,1
Setting for a scene ,backdrop,5
Bring in from abroad ,import,1
Very tactful person ,diplomat,1
Off-white ,cream,1
Country house ,villa,3
Pyramids location ,giza,1
Sweet almond biscuit ,macaroon,1
Short period of relief ,respite,2
Fish eggs ,roe,1
Self-assured and positive ,assertive,6
Standards on which to base judgment ,criteria,1
