CLUE,ANS,POS,FOUND IN
Jumping rod with a spring,pogo stick,8,Pogo stick rod
Snitcher ,sneak,3,Sneaky peeper
Suitable ,fit,2,Fitting
Hard felt hat ,bowler,6,Robust bowler
Beer manufacturer ,brewer,1,Brewery
US state ,illinois,10,Illinoisan
Thong ,g-string,3,"G-string (when referring to undergarments, though not directly related)"
Travel instantly (sci-fi) ,teleport,2,Teleportation
Marry ,wed,1,Wedlock
Canvas sunshield ,awning,7,Retractable awning piece
Full of exciting adventures (as costume drama) ,swashbuckling,8,Swashbuckling adventures
Enthusiastic praise ,acclaim,3,Sincere acclaim
