CLUE,ANS,POS,FOUND IN
Defeat by superior ingenuity ,outwit,3,Outwitted
Reverie ,dream,1,Daydreaming
Sway on the brink,teeter,1,Teetering
Be in accord,agree,3,Agreeable
Salad plant,cress,7,Watercress
Hungarian stew ,goulash,1,"Goulash (a type of Hungarian stew with meat and vegetables, seasoned with paprika)"
Wooden hammer ,mallet,1,Clapboard mallet
Direction of the rising sun ,east,1,Eastward
Peas grow in one ,pod,1,Pods
Little Bighorn general ,custer,1,"Custer (most famous General associated with the Battle of the Little Big Horn, also known as Custer's Last Stand.)"
Economical -- rubbishy ,cheap,4,Cheap debris
Seed-bearing spike ,ear,9,Nutlet (a small nut or one that resembles a nut in appearance and structure but does not develop from a fertilized ovule)
South American river ,amazon,1,"Amazon (the most prominent river in South America, which runs through countries like Brazil and Peru)."
Old ,ancient,5,Ancient (also refers to age)
