CLUE,ANS,POS
Fast Brazilian dance ,lambada,2
Excerpts from a film - or aggressive outbursts ,scenes,9
Aperture for lock opening ,keyhole,1
Designed to reduce wind resistance,streamlined,2
Towers attached to mosques ,minarets,1
Lowest point ,nadir,4
"Obscure, puzzling ",enigmatic,2
"Serious, solemn ",earnest,15
Geometrical figure ,rhombus,12
Defeated or hit repeatedly ,beaten,5
Disagreement,dissent,3
Male singer ,baritone,2
First-rate ,topnotch,17
Careful and persistent work or effort ,diligence,1
