CLUE,ANS,POS
Analysed ,examined,1
Dearth ,paucity,5
Rubbish ,garbage,2
Small road,lane,1
Of dubious legality ,shady,10
Outside ,external,3
Lower extension of collar on jacket or coat ,lapel,1
Chinese martial art ,kung fu,3
Constituent of brass ,zinc,1
"Conduct business, negotiate ",transact,1
The peninsula containing Spain and Portugal ,iberia,1
Bushy-tailed rodent ,squirrel,2
State of wealth and prosperity ,opulence,6
Prepare (material) for publishing ,edit,1
Deep cut ,gash,1
One causing deliberate destruction ,saboteur,1
Preserve made with citrus fruits ,marmalade,1
Regard as likely to happen ,expect,2
