CLUE,ANS,POS,FOUND IN
With hand below the shoulder (of bowling or serving),underarm,5,Serving underarm
State of being held prisoner ,captivity,2,In captivity
Underneath ,below,7,Deposited below ground
Business transaction in timber ,deal,12,Boreal forest deal
Very black ,inky,2,Inky black
Allow ,let,4,Let in
From birth to death ,lifetime,18,Lifetime experience
Appear to be ,seem,1,Seemingly harmless
Bring about; on time ,prompt,5,Promptly present
Group of things that belong together ,set,10,Pieces of furniture in a set
Anticipate ,foresee,19,Foreseeing requirements
Gesture expressing unconcern,shrug,5,Shrugged shoulders
First woman ,eve,13,Eleanor Roosevelt
Type of camel - cabin rat (anag),bactrian,2,Bactrian Camel
(Chemical used in production of) clear film,acetate,1,PVAc (Polyvinyl Acetate)
