CLUE,ANS,POS
Variety of brassica ,cabbage,7
Capital of France,paris,2
Deep red ,crimson,2
Liquid ,water,2
Prayer-leader in a mosque ,imam,2
European river,elbe,2
Duelling sword ,epee,9
Do needlework ,sew,3
Continuing at full strength or intensity ,unabated,4
Slowly moving masses of ice ,glaciers,2
"Differ, take issue ",disagree,4
Piece of written matter ,document,2
Bitterness ,acrimony,12
Velvety-leaved herb ,sage,2
Pig sound,oink,2
Imperial land measures,acres,2
Make (someone) used to (something) ,accustom,3
