CLUE,ANS,POS
Welsh dog ,corgi,1
"Benign, innocuous ",harmless,1
Printer's medium ,ink,2
On the exterior ,outside,2
Begin ,commence,4
Furthest inward ,inmost,2
"Different, diverse ",varied,19
Handcart that holds groceries etc while shopping,trolley,4
Inflamed swelling ,boil,2
College administrator ,dean,1
Unsightly ,ugly,1
Reflecting glass ,mirror,1
New town in County Durham ,peterlee,8
Young sheep ,lamb,1
Show you're pleased ,smile,1
Overturn or unsettle ,upset,6
Financial gain ,income,3
'Little Orphan . . . . .' ,annie,2
Small tube inserted into the body to give medication ,cannula,11
SOS! ,help,5
Covering of tree trunk,bark,1
Nerve cell ,neuron,3
Layer ,tier,1
First name of Disney's Duck ,donald,1
