CLUE,ANS,POS
Massive ,huge,1
Muscular spasm,tic,2
Accommodation for the very frail ,nursing home,3
Open resistance ,defiance,3
Holiday traveller,tourist,1
Versifier ,rhymester,6
Lazy ,idle,3
Not artificial ,natural,1
Person who finds the finance for a film ,producer,1
Venetian boat ,gondola,1
Exceptionally clever ,brilliant,16
British peer ,earl,2
Arabian country ,oman,3
Cheese,cheddar,1
Celebrity ,star,3
Smile; wooden supporter? ,beam,1
One who saves another from peril ,rescuer,1
That is to say,namely,4
Male swine ,boar,1
Boy's name - Roman poet,horace,1
Offence ,crime,1
Washed-up wreckage,flotsam,2
Pure - virtuous ,chaste,1
"Repair, renovate ",overhaul,7
