CLUE,ANS,POS,FOUND IN
Pungent red salad root ,radish,1,Evelyn Witts: The answer is 'Radish'
Contort ,twist,2,"Twist - The most straightforward antonym of 'contort', involving bending or turning in different directions but without necessarily implying distortion."
Diminutive animal doctor ,vet,1,Veterinarian
Excessively instructive ,didactic,1,Didacticism
Yellow fruit ,banana,3,Banana (when yellow)
Sign up ,enrol,1,"Evelyn Witts, I would analyze the clue ""Sign up"" with my background in semantics and etymology, understanding that it's a directive suggesting one should register or enroll for something"
Continuous,unbroken,14,Unbroken (especially of time or sequence)
Watery part of milk ,whey,3,Whey (since it is separated from curds in cheese production)
Smooth little stone ,pebble,2,"Pebble (a small, smooth stone)"
Slaughterhouse ,abattoir,3,Abattoir (a synonym in British English)
Motif of intertwined initials ,monogram,4,Overlaid monogram
