CLUE,ANS,POS
Single piece of sand etc,grain,2
Harmless untruths ,white lies,1
Backlash,repercussion,5
French cathedral city ,chartres,1
Serviette ,napkin,1
Root vegetable ,parsnip,3
Large sailing ship ,galleon,2
Hangman's loop ,noose,1
Exclamation of pain - that hurt! ,ouch,1
Whimsical - amusing,droll,12
Of the moon ,lunar,1
Rotary energy converter,turbine,4
War god - chocolate bar - spoils,mars,1
Wanderer ,nomad,4
French definite article ,les,2
Relating to the kidneys ,renal,1
Enfold ,wrap,11
Older or higher in standing ,senior,1
Very bright red ,scarlet,6
Raw ,uncooked,1
Thwarted ,frustrated,3
