CLUE,ANS,POS
Hot dusty wind ,sirocco,2
Slaughterhouse ,abattoir,4
"Animate, encourage",inspire,2
Magnify,enlarge,1
Chess piece and one of the clergy ,bishop,1
A mixture of rain and snow ,sleet,3
Big and roomy ,spacious,2
Pig's noise,oink,1
Dauntless,unafraid,5
"Fingers, toes and numbers ",digits,1
Strain ,tension,4
One thing among many ,item,1
American poet and mystery writer,edgar allan poe,2
Part of the eye ,retina,4
Deep red gem stone ,garnet,2
Antipodean country ,new zealand,2
