CLUE,ANS,POS
Green-fleshed fruit ,avocado,1
Doctor's office ,consulting room,19
Open space (in forest) ,clearing,1
Beg ,implore,7
Forthright ,blunt,6
People one doesn't know ,strangers,1
Demonstrate ,exhibit,1
"British monarch, d. 1714",anne,8
Widely known and esteemed ,renowned,1
Greasy ,oily,2
Eventually ,in the long run,7
Come into view,appear,1
Large crow ,raven,1
Dominion ,empire,2
Regulate ,adjust,5
Extremely unattractive ,ugly,4
Theatrical ,dramatic,1
Bitter substance from cinchona bark ,quinine,1
