CLUE,ANS,POS
Cold season ,winter,1
Landed property ,estate,1
Geometrical figure ,triangle,10
'It takes ? to tango' ,two,1
Get ready ,prepare,1
Not recognised by anyone ,unknown,1
Deride - mock ,jeer,1
By way of ,via,3
Upper chamber of Parliament ,house of lords,2
Light-sensitive membrane in the eye ,retina,1
Nethermost ,lowest,2
Carved or cast figure ,statue,2
Bodies of (usually fresh) water ,lakes,1
International formula car race ,grand prix,1
Consented ,agreed,1
Postpone ,defer,6
Countryside walker,rambler,1
Vivid long-tailed bird of the Americas,quetzal,6
Bringer of freedom,liberator,1
