CLUE,ANS,POS
Rigid container for documents,box file,12
Like a teddy bear? ,cuddly,2
Rider's seat ,saddle,12
Cloak; headland ,cape,5
Wooden pin ,peg,6
Shout ,yell,1
Valuable or cherished ,precious,16
Double-reed instrument ,oboe,1
No longer of service ,disused,15
City of northern Italy ,milan,9
Social insect ,ant,2
"Bag, pouch; cyst ",sac,7
Cleric ranking just below a priest in Christian churches,deacon,1
Seeming ,apparent,1
Garden implement ,rake,1
"- Garbo, Swed. actress ",greta,1
Sore ,painful,1
