CLUE,ANS,POS,FOUND IN
Small restaurant ,cafe,13,Unassuming cafe
Tourist attraction of Rome ,colosseum,1,"Colosseum: The iconic ancient amphitheater once hosting gladiator fights, symbolizing Rome's rich history."
Consent ,agree,1,Agreement
In each other's company ,together,3,Together in the same space
Concoction ,brew,18,Craft brew (for a concoction of beer)
Relating to hearing ,aural,10,Aural abilities
Young salmon -- wife of Henry VIII ,parr,2,Catherine Parr - Henry VIII's sixth and final wife who was much younger than him at the time of their marriage
Coats on Mexican tortilla dishes ,tacos,2,"Chicharrón (fried pork rinds, often served as a coating or topping for tacos and other dishes)"
Swedish astronomer who devised temperature scale ,celsius,1,Anders Celsius
Barrier to trade ,embargo,3,Embargoes
Cook in hot water,boil,1,Boiling
Metal bolt ,rivet,7,Bronze rivet
Ten years,decade,1,Decade-long period
"Ransack, plunder ",loot,5,Loot valuables: Rob
Unite ,join,1,Join forces together
Japonica,camellia,1,"Japanese rose: a type of tea made from the leaves of Camellia sinensis, native to Japan."
"Support, large mammal ",bear,7,"Wildlife rehabilitator: A specialist who provides medical care to injured or orphaned animals, particularly focusing on large mammal species like bear cubs."
Quest ,search,2,Searching for knowledge
