CLUE,ANS,POS
Cowboy film ,western,1
Giver ,donor,2
City on the Tigris,mosul,2
'Beauty is in the eye of the . . . . . . . .' ,beholder,1
Largest city in Nebraska ,omaha,1
Last or final in a process ,ultimate,2
It is better than cure,prevention,1
Merchant ,dealer,7
Type of window in roof,dormer,4
Universal remedy ,panacea,2
Hebridean island ,islay,13
Special right ,privilege,3
Made a gift to ,presented,5
One qualified to check accounts,auditor,1
Taken as one's own,adopted,1
Miscellaneous ,assorted,1
"Concurred, assented ",agreed,1
Ability; adequate income ,competence,1
Margin,edge,1
"Negligent, unconcerned",careless,3
Heraldic beast ,unicorn,4
Aqualung ,scuba,1
