CLUE,ANS,POS
Act ostentatiously ,show off,3
Country once known as Abyssinia,ethiopia,1
. . . its foot ,claw,4
Fastened; joined ,attached,3
Busy; employed ,engaged,8
Slumbering ,asleep,1
Marine mammal with ivory tusks and a moustache ,walrus,3
Strong ,powerful,1
Big squash ,pumpkin,1
See-through ,transparent,1
Beer ,ale,2
Pacific country ,tonga,18
Ex-smokers? ,quitters,3
Yellow part of an egg ,yolk,1
Awful ,dreadful,3
Cholesterol-reducing drug ,statin,1
Gratify,please,4
"Quite sufficient, more than enough ",ample,5
Uncertainty ,doubt,4
"Hard, shiny coating as on teeth ",enamel,2
