CLUE,ANS,POS,FOUND IN
Pouch for post ,mailbag,11,Mailbag (for items that might be placed in a pouch)
Young hens,pullets,1,Pullets (young female chickens)
City thoroughfare ,street,1,Main street
Godparent ,sponsor,4,Religious sponsor
Pigpen ,sty,5,Polka-dot style
Clarified butter,ghee,1,Ghee (Indian clarified butter)
A really foul smell ,stench,9,Odious stench
Cherubic,angelic,3,Angelic facial features
Get on - governing body ,board,1,Board member
State of equilibrium ,balance,1,Balanced
Horrific experience ,ordeal,16,Gruesome ordeal
Instructions for cooking ,recipe,2,Preheat the oven or stove as required by the recipe.
It's said to be the best medicine ,laughter,11,Laughter (often referred to as the best medicine)
Arthurian character ,lady of the lake,9,Viviane (the Lady of the Lake)
European country ,serbia,26,"Yugoslavia (historical, now Serbia and other countries)"
Church minister's house ,manse,9,Priestly manse
One more time ,again,3,Redoing it once again
Porous lava ,pumice,8,"Pumice-like structure (though not strictly porous, it's formed from highly volatile lava)"
Person of great strength -- moon of Saturn ,titan,1,Titania-strong
Caviar fish ,sturgeon,10,Sturgeon family member
Large and scholarly book ,tome,1,Voluminous tome
Small outpost of families ,settlement,7,Clan settlement
German cherry brandy ,kirsch,1,Kirschwasser
"Eg, seaweed ",alga,2,Algae
From the beginning - ab ...... ,initio,3,Ab initio
Sole ,only,7,Only one copy
"US state, capital Columbus ",ohio,1,Ohio - Columbus
Sorrow ,grief,2,Grief-stricken
At some time afterwards ,later,2,Later on
It's used by a conductor and a policeman ,baton,1,"Baton (used by a conductor, metaphorically referring to leadership or authority)"
Skinflint ,miser,1,Miserly
(Of a store) providing a variety of goods and services,one-stop,10,One-stop shopping hub
'Don Juan' poet ,byron,1,Lord Byron
"Yields to pressure, capitulates ",succumbs,10,Succumbs to influence
Increase speed ,accelerate,3,Accelerated
Happiness ,delight,5,Delighted
