CLUE,ANS,POS
Very loud and shrill,ear-splitting,17
Bewitching ,magical,5
Difficult and tiring,arduous,1
"Hard, spicy beef and pork sausage ",pepperoni,11
Reviling with coarse language,abusive,5
Beyond normal limits ,excessive,1
One of the Twelve Apostles ,thomas,6
Fomenter of unrest ,agitator,1
Outdoes,trumps,3
Leave out ,omit,1
Bringing into existence ,creating,1
Furious ,irate,3
Ambiguous ,equivocal,5
Road surface material of tar and stone ,tarmac,3
Wall paintings ,frescoes,2
Big brass instrument ,tuba,1
Prolonged; nagging ,persistent,3
Rules observed in polite society,etiquette,2
