CLUE,ANS,POS,FOUND IN
Original New Zealanders ,maori,1,"Maori (indigenous people of New Zealand, not directly related but culturally relevant)"
Workers' organisations ,unions,1,Labor unions
Preserve ,keep,13,Historical record-keeping
Desert in China/Mongolia; cauliflower (Ind.) ,gobi,1,"Arid steppe - Referring to the dry, desert-like regions found both in China's Gobi Desert and Mongolia' Writes: ""In India, these plains are known as Thar or Great Indian Desert."""
Formal dress ,attire,3,Elegant attire
Take a pew,sit,2,Sitting down in silence
"Distinguished, prominent ",eminent,6,Eminent personality
Reserve specially ,earmark,8,Earmarked for particular use
Relating to verse - based on the metre ,metric,1,Here are some key concepts related to verses and common metrical patterns:
Working the land ,tilling,12,Tilling the soil
Celestial body of hot gases ,star,15,Starry fireball (informal)
Unmoving yet ,still,4,Standstill
Soldier in a light cavalry regiment ,hussar,8,Lancer (referring to lighter cavalry types such as uhlans or hussars)
"- and Cromarty, former Scottish county ",ross,2,Ross-shire
No speed required for poetic metrical foot ,spondee,11,Spondee: Consists of two stressed syllables together (less common but used for emphasis or dramatic effect).
Devil ,demon,13,Demonic
Jupiter is one ,planet,1,The largest planet in our solar system
Plant used in salad,lamb's lettuce,13,Mâche (also known as corn salad or lamb's lettuce)
Grain-stores ,silos,2,"Silos (specialized structures for storing agricultural products, including grains)"
Imperial land measurement ,acre,1,Acres
