CLUE,ANS,POS
Magnetic force ,attraction,1
"Inclination, propensity ",tendency,3
F1 team and car maker,lotus,13
Powerful portable radio and cassette player ,boombox,1
Dismantle ,take apart,2
Hole in tooth ,cavity,1
High official in former Ottoman Empire ,vizier,2
Fossilised resin used in jewellery,amber,1
Male sex hormone,testosterone,1
V as a numeral ,five,1
Etch,inscribe,3
Relating to punishment ,penal,2
Hairpiece ,toupee,1
Chastised ,punished,12
Evacuation ,exodus,5
Yellowish fossil resin ,amber,1
Having reading disorder ,dyslexic,1
Actor's part ,role,1
In a secret manner ,clandestinely,6
Ridge of sand ,dune,1
Unit of electric power,watt,1
