CLUE,ANS,POS
Weighty book ,tome,1
Landslide,avalanche,1
Rascal ,scamp,9
Imbibes knowledge ,learns,10
Extremely wicked ,evil,8
"Uncover, expose to view ",expose,4
Large flightless bird ,ostrich,1
Fond of games ,playful,5
"-- Rodin, French sculptor ",auguste,1
Entertained ,amused,1
Occurrences ,events,1
International treaty ,pact,2
Missive ,letter,1
Language of Iran ,farsi,2
Shop assistant ,salesperson,1
Joke; silencer ,gag,1
Stone-throwing weapon ,catapult,2
Study of language and its structure ,linguistics,1
Shorten ,abridge,1
Throw about ,scatter,5
Reduce by a factor of two ,halve,1
Deliver from harm ,rescue,1
Medieval weapon or kind of spice ,mace,6
Food passed through a liquidiser ,puree,5
OT prophet ,ezekiel,6
