CLUE,ANS,POS,FOUND IN
Indicate assent ,nod,14,"Indicate assent nonverbally (e.g., with a nod or thumbs up)"
Ill-mannered child,brat,14,Bratty
Model ,pattern,2,Pattern or blueprint for creation
Jewellery item ,stud,12,Stud earring
Curative mineral spring ,spa,8,Salubrious spa
Detailed examination ,analysis,3,Exhaustive analysis
Hereditary molecule ,gene,2,Genetic material
Shout of approval,bravo,2,Bravo!
"Matter or concern, perhaps of the heart ",affair,4,Affair of the heart
System of words ,language,1,Language system
Shuffle along awkwardly ,shamble,5,Shamble along
