CLUE,ANS,POS,FOUND IN
Caviar fish ,sturgeon,1,Sturgeon (the most common source for true caviar)
German cherry brandy ,kirsch,1,Kirschwasser
Cricket team? ,eleven,1,Eleven-a-side
"Eg, seaweed ",alga,1,Algae
From the beginning - ab ...... ,initio,1,Ab initio
"US state, capital Columbus ",ohio,2,Buckeye State (nickname for Ohio)
Aperture ,gap,6,Light gap
Road surface material of tar and stone ,tarmac,2,Tarmacadam
At some time afterwards ,later,3,Later on
Skinflint ,miser,3,Miserly person
Dassie ,hyrax,1,Rock hyrax
Terrifying (threats) ,bloodcurdling,17,Bloodcurdling warnings
'Don Juan' poet ,byron,1,Lord Byron
Academic essay,thesis,4,**Develop a Thesis Statement**: Formulate a clear and concise thesis statement that presents the main argument or perspective of your essay
Rules observed in polite society,etiquette,1,Social etiquette
Happiness ,delight,18,Delighted
