CLUE,ANS,POS,FOUND IN
Employ - undertake - oppose ,take on,3,Take on responsibilities
Excerpts from a film - or aggressive outbursts ,scenes,1,Violent scenes
Seethe ,boil,1,Boiling furiously
Kind of rehearsal like thirsty trot ,dry run,15,Dry run (also metaphorically used for insufficient practice)
Impressed deeply ,awed,17,Overawed
"King Edward VIII, latterly",duke of windsor,12,Later known as the Duke of Windsor
Aperture for lock opening ,keyhole,1,Keyhole size
Tract of pastureland ,lea,21,Press release (public announcement)
Geometrical figure ,rhombus,9,Rhombus (diamond shape)
Competing ,vying,14,Vying entities
Thwart (as once was possible on the green) ,stymie,15,Stymied performance
Large American vulture ,condor,1,California condor
