CLUE,ANS,POS
Domineering ,bossy,2
Act ostentatiously ,show off,1
Fresh and bright ,vivid,7
Relating to ESP etc ,psychic,3
Be ,exist,1
. . . its foot ,claw,2
Variety show,revue,4
Fastened; joined ,attached,2
Busy; employed ,engaged,2
Ships' moorings ,berths,3
Soil ,earth,2
"Showy, lurid ",garish,11
Freshwater mammals ,otters,3
Strong ,powerful,3
Poached item?,egg,1
See-through ,transparent,2
Hello and goodbye to the Italians ,ciao,1
Beer ,ale,1
Pacific country ,tonga,5
Prickly plant,thistle,2
Frightens ,scares,1
(In boxing) blows to the chin,uppercuts,3
Ex-smokers? ,quitters,4
Wandered ,strayed,1
Hard to give up ,addictive,1
Cholesterol-reducing drug ,statin,1
Gratify,please,2
"Hard, shiny coating as on teeth ",enamel,1
