CLUE,ANS,POS,FOUND IN
Eating disorder ,anorexia,1,Anorexia nervosa
Prefix meaning many ,multi,2,Multi-
Speech impediment ,stutter,2,Stuttering
Anti ,against,6,"Opponent - Someone who competes against another in sports, games, or other contests"
Lover of fine eating ,epicure,2,Epicurean
Slowly moving masses of ice ,glaciers,9,Fjordland (landscape dominated by fjords formed by glaciers)
Blockbuster,epic,4,Epic tale
Pile ,heap,2,"Heap - An untidy, disorganized pile of things."
Contributes further ,adds,12,Adds to
Velvety-leaved herb ,sage,2,Sagebrush
Agatha Christie's Belgian detective ,poirot,1,Hercule Poirot
Imperial land measures,acres,1,"Acre - An imperial unit of area, equivalent to 4356 square meters or about 0.474 acres."
Make (someone) used to (something) ,accustom,1,Accustomed
Oil on wool ,lanolin,6,"Lanolin - Sourced from sheep's wool and is often used to cleanse, moisturize, and protect the wool but not directly an oil; however, it can be mixed with oils for various applications on wool."
Giraffe-like animal ,okapi,1,"Okapi (it has giraffe-like features, but it's not exactly a giraffe)"
Disease of birds ,psittacosis,2,Psittacosis (Parrot Fever)
Trained Japanese hostess -- his age (anag) ,geisha,1,"Geisha - Traditional Japanese female entertainer, not specifically trained as hosts but similar cultural role."
King Richard 1st had nickname like Latin hero ,lionheart,2,"Lionheart (Latin ""leo"" for lion; used symbolically rather than literally but reflects the courage and strength attributed to Richard I)"
Greasy mark ,smear,14,Vaseline smear
Transparent dome,bubble,2,"Glass Bubble - A clear, spherical object used for various purposes, resembling a transparent dome."
Hitler's title ,f,1,Führer
A noisy American snake ,rattler,5,Eastern Diamondback Rattlesnake (one of the most iconic and loudly-rattling rattlers native to the Americas)
Venetian painter - gambling game ,lotto,11,Lorenzo Lotto (Italian Renaissance artist who spent time in Venice but didn't focus on gambling themes)
Fungal plant disease ,mildew,4,Powdery mildew
Sandbank ,bar,9,Barrier island
Small African nocturnal primate with large eyes ,bushbaby,8,Bushbaby (Galagoidae family)
