CLUE,ANS,POS,FOUND IN
Step on ladder ,rung,7,Board rung
Fully grown ,mature,1,Matured
Call before a court to answer an indictment ,arraign,6,Arraignment call
Respond too strongly ,overreact,1,Overreacting
Cambridge college ,emmanuel,19,Emmanuel College
Take a loan of ,borrow,1,Borrowed funds
A rugby score ,try,1,Try (5 points)
Recoil from a slangy psychiatrist ,shrink,2,Step away from the shrink
Shouts of approval ,cheers,6,Cheers for
Wickedness ,evil,4,Evil-doing
Reconnaissance unit ,patrol,5,Patrol group
Ditty,song,2,Simple song
Chirp ,peep,13,Peep-peep
Cinema film ,flick,8,Flickering images
"Bob -, Blowin' in the Wind singer ",dylan,1,Bob Dylan
