CLUE,ANS,POS
One who believes there is no god,atheist,1
Analgesic drug ,codeine,5
"'Refrain from, stop (6)' ",desist,2
Gifts,donations,12
"Sea-god, son of Poseidon ",triton,1
Shut ,closed,1
Blunt and candid,plain-spoken,3
Person unknown ,stranger,5
Unexpected failure or error ,glitch,1
Dance originating in Cuba ,rumba,2
Metal fixing pin ,rivet,3
"Juicy stone-fruit, orange-pink when ripe ",apricot,2
Reinstate ,restore,1
Cessation of hostilities to allow peace talks ,truce,1
Normal ,usual,9
