CLUE,ANS,POS
Prudent ,wise,1
"Caught in position with no escape, like rat ",cornered,4
Small busy insect ,ant,2
Seem or materialise ,appear,1
Not abstract or imaginary ,concrete,2
Defeat ,conquer,2
Second Greek letter ,beta,2
Try ,attempt,1
Young geese ,goslings,1
Madagascan primate ,lemur,1
Home ,abode,7
Extreme unkindness,cruelty,1
"Region of eastern France, and famous Cross ",lorraine,2
Collected ,gathered,3
Capital of Cyprus ,nicosia,1
"'Despite, still (4,2)' ",even so,16
Atomic number 85 ,astatine,1
Fragile ,delicate,1
"Handle, oversee ",manage,1
Stylish ,chic,2
"Harmful, unfavourable ",adverse,1
Fruit (that can be split?) ,banana,2
Branch of mathematics ,geometry,3
Sound of a plane flying faster than the speed of sound ,sonic boom,1
Country house ,villa,4
Pyramids location ,giza,1
Fish eggs ,roe,1
Self-assured and positive ,assertive,2
Standards on which to base judgment ,criteria,1
