CLUE,ANS,POS
South American animal of the camel family,llama,2
Bit part actor ,extra,1
Brown seaweed ,kelp,2
"The Great Barrier ..., Australian natural wonder ",reef,1
Covered with trees ,wooded,3
Climbing plant ,clematis,8
Dead and buried,six feet under,13
French river,loire,2
Text of play or film,script,2
"American state, capital Boise ",idaho,1
Nobleman,baron,7
Small acting role; item of jewellery ,cameo,1
South Indian people or language ,tamil,1
No longer in existence,extinct,1
Increase by 100%,double,1
Senior ,elder,5
