CLUE,ANS,POS
"Blend, combine ",meld,10
Feudal subject ,serf,2
More mature ,older,1
Unhappy ,sad,1
Opportunity or luck ,chance,1
'I was elsewhere' plea ,alibi,8
Absorbent cloth ,towel,1
"Spanish dish of rice, meat and seafood",paella,1
Empty bombast often found in balloon ,hot air,1
Good at speaking (a foreign language?),fluent,1
Footpath ,lane,4
Noticed ,spotted,1
Time without end ,infinity,3
Italian city with leaning tower ,pisa,1
Take a case to a higher court for review ,appeal,1
Angle in astronomy ,azimuth,5
Cease ,stop,1
Buried treasure ,trove,4
Stab with a needle ,prick,18
Despotism ,tyranny,1
Appreciate ,admire,1
Dove's call ,coo,1
Of late ,recently,1
"Friendly, generous, considerate ",kind,1
Getting rid of ,offloading,17
Tubes for fluids ,pipes,1
"Peacock or red admiral, for example",butterfly,1
Pose; point of view ,attitude,2
Poison ,toxin,2
Obligation,duty,2
