CLUE,ANS,POS
Cease ,stop,2
Thin and metallic in sound ,tinny,19
Young swan ,cygnet,1
Hitchcock's speciality ,suspense,1
Our Meg (anag),morgue,2
Stood against a force,resisted,1
Retain ,keep,3
In lazy fashion ,idly,4
Diddly-squat ,zilch,3
"Arranging for continuation of, say, membership ",renewing,1
Abundant in fruit etc ,prolific,14
Lorelei ,siren,1
Highly visibility or importance,prominence,1
"Unpredictable, temperamental",erratic,2
Of cattle ,bovine,1
Small water swirls ,eddies,1
Unmarried man ,bachelor,1
Wooden or wire barrier ,fence,1
Subject ,topic,1
Bacterium causing sore throats etc ,streptococcus,1
Puffed up with vanity ,pompous,9
