CLUE,ANS,POS
Bloodsucker; early doctor ,leech,4
"Rudyard --, author ",kipling,1
Established customs ,habits,6
Thrilled ,excited,2
Casual shoes ,sneakers,1
Burrowing marsupial ,wombat,2
The world considered as a linked community ,global village,1
Naval asset ,warship,5
Lapwing-like bird ,plover,1
Came into sight ,appeared,1
Abundant in quantity ,copious,1
Dramatic prince of Denmark ,hamlet,2
Small biting fly ,gnat,2
Sermons are preached from it ,pulpit,1
"Undamaged, not broken ",intact,1
Ocean ,sea,1
"Pablo -, Spanish painter/sculptor ",picasso,1
Small landmass ,islet,1
Picture-house,cinema,2
