CLUE,ANS,POS,FOUND IN
"Collie, perhaps ",sheepdog,19,Shetland sheepdog (remote chance)
Burn ,combust,11,Combustion
Incorporeal being ,spirit,5,Spiritual
Couple ,two,1,Two people in a romantic relationship
Increase in size,grow,1,Growth
Fit of petty annoyance ,huff,8,Huffiness
Chrysalis ,pupa,3,Butterfly's pupa
Consider likely to happen,expect,15,Expected
Virus disease leaving pockmarks ,pox,1,Smallpox
Response ,answer,2,"A good crossword clue should be concise, clear, and provide enough information for the solver to identify the correct answer."
Overprotective government deplored by Thatcher ,nanny,8,Nanny-state
Exhibit ,show,1,Showcase
