CLUE,ANS,POS
Former prime minister ,thatcher,1
Conveyance for transport ,vehicle,1
Away ,absent,4
Single cash payment ,lump sum,1
Consume ,eat,2
Spherical shapes ,orbs,1
Surrendering,giving in,3
Capsule containing injection dose ,ampoule,5
Moves unsteadily ,wobbles,8
Performance venue ,arena,1
Dirt on a liquid's surface ,scum,1
University qualification,degree,1
Facilitate ,ease,1
Reflective surface,mirror,1
"Glass triangle, separates light into colours ",prism,1
Large felines of forests ,tigers,1
Bluish shade of green ,teal,5
Native of Grecian capital ,athenian,1
Sheltered terrace attached to a house ,veranda,2
Heartfelt,sincere,1
Booth; prevaricate ,stall,1
Average; clairvoyant ,medium,1
