CLUE,ANS,POS
Porch along the outside of a building ,veranda,2
Human whose body has been taken over by machines ,cyborg,1
Raised platform ,dais,1
Brow,forehead,2
Tasmanian capital,hobart,1
One of Lear's daughters ,cordelia,1
Legal proceeding brought by one party against another,action,3
"Overturn, disturb ",upset,1
Corpse ,body,1
Counterfeit ,fake,1
Audacious robbery,heist,1
Outlook or aspect,prospect,2
Citrus fruit ,lemon,1
Was wrong about (something) ,mistook,1
Dwell ,reside,2
"Place where ancient Greeks consulted gods, as at Delphi ",oracle,1
Reigned ,ruled,1
Famous novel by F Scott Fitzgerald 'The Great . . . . . .' ,gatsby,2
Express gratitude to ,thank,1
Regain consciousness ,come to,7
Front section of a plane,cockpit,1
Prepare for publication ,edit,1
Highest point (of orbit) ,apogee,1
Green citrus fruit ,lime,1
Amaze ,astound,6
Concealed like bride's face? ,veiled,1
Half-melted snow ,slush,1
