CLUE,ANS,POS
Died by submersion ,drowned,1
Border or leeway ,margin,2
Money lodged to secure release pending trial ,bail,1
Deep-throated cry,roar,6
Correct ,proper,4
Glue ,adhesive,1
Carry out ,execute,1
Item of make-up ,lipstick,4
God ,deity,2
Get to one's feet ,arise,1
"Obstinate, unwilling to yield ",stubborn,1
Tetanus ,lockjaw,6
Central part ,core,1
Watchtower over a castle gate - bin a crab (anag),barbican,2
Therefore ,thus,4
Fast-running African bird ,ostrich,1
Style of art such as that of Jackson Pollock ,abstract expressionism,1
