CLUE,ANS,POS
Roman Emperor notorious for vice and luxury ,nero,1
Wash with clean water,rinse,1
Clown,jester,2
Get away ,escape,1
"Rudyard --, author ",kipling,1
Established customs ,habits,8
Sorcerer ,magician,2
Petty quarrel ,tiff,1
Casual shoes ,sneakers,1
"Banter, provoke gently ",tease,1
Burrowing marsupial ,wombat,1
Prison formerly standing on site of the Old Bailey ,newgate,1
Of soldiers and warfare ,military,16
The world considered as a linked community ,global village,1
Whirlpool ,eddy,4
Naval asset ,warship,10
Lapwing-like bird ,plover,1
Came into sight ,appeared,1
Abundant in quantity ,copious,2
Small falcon ,merlin,4
Small biting fly ,gnat,1
Sermons are preached from it ,pulpit,1
Vocalist ,singer,1
"Undamaged, not broken ",intact,1
"Pablo -, Spanish painter/sculptor ",picasso,1
Sudden impulse ,whim,1
Small landmass ,islet,13
Picture-house,cinema,1
Behindhand ,tardy,4
