CLUE,ANS,POS,FOUND IN
"Admittance, entree ",access,8,Primary access
Split ,separate,2,Separated entities forming a whole
Large airship ,zeppelin,1,Giant zeppelin
Nationality of a citizen of Helsinki ,finn,1,Finnish
Legally responsible ,liable,1,Liable: Responsible or legally accountable for a particular action.
Petty quarrel ,spat,11,Minute spat
Consent ,agree,1,Agreement
Ring-doughnut shape ,torus,6,Circular torus
Desert illusion ,mirage,2,Mirage formation
Vegetation; informer ,grass,8,Grassroots informer
