CLUE,ANS,POS,FOUND IN
(Half of) lower garment ,breech,5,Breeches cuff
Edge tool ,adze,11,Adzehead
The first man ,adam,1,Adam - from religious or mythological stories where he is often considered the 'first man.'
Hang around ,loiter,2,Loitering
Mischievous fairies ,elves,16,Lively elves
Breaking waves ,surf,1,Surfing
Place of religious seclusion,cloister,9,"Cloister (part of a monastery or convent, often secluded)"
Illegal ,illicit,6,Illicit (also an adjective for immoral)
Epic - legend ,saga,4,Saga (a lengthy story involving heroic exploits or a series of events concerning a particular family or group)
"Functional, handy ",useful,4,"**Functional, handy** - This phrase typically describes something that is useful and convenient in its operations or application"
Leading article ,editorial,2,"Definition: A leading article is an opinion piece written by a senior member of the editorial staff, expressing views on current events, trends, and policies"
Cutters ,knives,3,Knives (used for precise cuts)
