CLUE,ANS,POS
Country once known as Abyssinia,ethiopia,1
Fastened; joined ,attached,3
Busy; employed ,engaged,2
"Showy, lurid ",garish,2
Slumbering ,asleep,1
Marine mammal with ivory tusks and a moustache ,walrus,1
Strong ,powerful,5
See-through ,transparent,1
Beer ,ale,1
Pacific country ,tonga,8
Left on the plate ,uneaten,1
(In boxing) blows to the chin,uppercuts,5
Ex-smokers? ,quitters,3
Awful ,dreadful,3
Cholesterol-reducing drug ,statin,1
"Quite sufficient, more than enough ",ample,1
"Hard, shiny coating as on teeth ",enamel,1
