CLUE,ANS,POS,FOUND IN
A thieving bird ,magpie,1,"Magpie (known for collecting shiny objects, thus 'thieving')"
Grown-up tadpole ,frog,1,Froglet (juvenile stage before becoming fully mature)
Leading performer,star,5,Star player
Large soft bread roll ,bap,1,"Bap (UK English, similar in size but not necessarily 'large')"
Genuflect,kneel,2,Kneeling
Cut (meat) ,carve,9,Carved
"A powerful explosive, initially ",tnt,2,TNT (Trinitrotoluene)
Put into hock ,pawn,5,Pawned
British naval commander at Trafalgar ,horatio nelson,1,"Nelson - Vice Admiral Horatio Nelson, the most famous British naval commander, commanded at the Battle of Trafalgar in 1805."
Cordial,warm,5,Warm-hearted
Claw ,talon,1,Talon (as in a bird's claw)
Figure of a person made of ice crystals ,snowman,19,Snowman with features
Second showing?,replay,9,"Replay (games, sports)"
