CLUE,ANS,POS
Meddle or interfere with ,tamper,3
Clamorous ,noisy,2
A long arduous march ,trek,1
Light volcanic rock ,pumice,1
It's thrown in a field event ,javelin,1
Small falcon,kestrel,1
Draught of medicine ,potion,6
Official procedure ,protocol,1
Underground passage ,tunnel,1
Plenteous ,ample,5
Roman emperor ,nero,5
Militant proponent,zealot,14
Mediterranean island ,cyprus,1
Large army guns ,artillery,1
"Hot and bothered, rattled",flustered,1
Church residence ,vicarage,3
Great king of Prussia ,frederick,1
Be there ,attend,2
Portuguese Atlantic isles ,azores,1
Poison ,toxin,1
