CLUE,ANS,POS,FOUND IN
Arch used in croquet ,hoop,1,Croquet hoop
Feel; discernment ,sense,3,"Sensory perception (relates to how we feel through our senses, enabling us to discern what's around us)"
Standard of perfection ,ideal,3,Idealism
Ill-mannered child,brat,17,Brattish
"Fake, sham ",pseudo,20,Pseudo (as in pseudo-intellectual)
Uncontrollable muscle contractions ,spasms,14,Muscle spasms
Curative mineral spring ,spa,2,Therapeutic spa
Old cartoon sailor,popeye,1,"Popeye (from ""Popeye the Sailor"" cartoons)"
Hereditary molecule ,gene,4,Genes
Unconscious state ,coma,2,Comatose
Colour of embarrassment? ,scarlet,8,Scarlet hue
Syncopated music style ,ragtime,17,Ragtime syncopation
Come to rest -- North Yorkshire market town ,settle,3,Settle (a place where one might stop to rest)
Large indefinite number ,myriad,7,Myriad (especially for a large number)
