CLUE,ANS,POS,FOUND IN
Party - hit,bash,8,Bashful festivity
Long-haired rabbit ,angora,15,Angora-like appearance
Self-satisfied ,smug,13,Smugness (a smug attitude implies self-satisfaction but with a negative tone)
Decisions of courts on issues of fact or law ,findings,20,Court's findings
Qualified - expert ,able,9,Knowledgeable
Automatic machine ,robot,4,Robotic
Desiccating ,drying,1,Drying out
Pre-Aztec Mexicans ,toltecs,5,"Toltecs (later than pre-Aztec civilizations, often considered precursomed by Aztecs)"
Bunk ,berth,7,Cabin's lower berth
Shoves ,pushes,1,Pushes forcefully
"Of one from Warsaw, say ",polish,1,"Poleon (a play on the word ""Polish"" with a reference to Warsaw)"
Brigham Young state ,utah,1,Utah's founder
Home loan ,mortgage,1,Mortgaged property
Patois ,dialect,7,Dialectal expressions
Warning of danger ,alert,3,Alertness
Hazel nut ,filbert,4,Tree variety: Filbert
Take small bites from ,nibble,3,Tiny nibbles
Dark-red fruit ,plum,16,"Black plum (also known as black cherry, but the skin is often a deeper red)"
Penniless ,destitute,4,Financially destitute
Untidy state ,mess,2,Messy
Particle ,atom,1,Subatomic
No longer alive ,dead,8,Dead (most direct synonym)
Having no deviations ,straight,1,Straightforward
A Mexican river ,rio,1,Rio Grande
Silver medal position,second,1,Second-place finisher
