CLUE,ANS,POS
"Clothing, apparel",attire,1
Agra tourist attraction ,taj mahal,1
Two times ,twice,4
Winged god of love ,eros,2
Pay a quick informal visit,pop in,2
Widespread killing ,massacre,1
Arrow maker ,fletcher,3
They're smaller than towns ,villages,1
Book series by John Galsworthy ,the forsyte saga,1
Inuit abode,igloo,1
Elevate ,raise,1
Aviators ,pilots,1
River flowing through Russia and Kazakhstan to the Caspian,ural,2
Pleasure seeker ,hedonist,1
God of the underworld,pluto,2
(Fiery) Hell,inferno,1
German airship,zeppelin,1
Heavy downpour ,rainstorm,16
Adieu ,goodbye,2
Geometrical solid,cube,1
Dutch painter renowned for his use of light ,vermeer,2
Huge,massive,2
Crack ,split,4
A scrape or mark of rubbing ,abrasion,1
Moving about ,roaming,10
