CLUE,ANS,POS,FOUND IN
Beautiful insect and swimming stroke ,butterfly,5,Majestic gossamer-winged butterfly
Cultivated plot of ground ,garden,11,Garden space
Welsh dog ,corgi,4,Welsh Corgi - A small herding dog known for their intelligence and agility; two types: Pembroke and Cardigan (the latter has a longer tail).
Particular feature ,aspect,6,Specialized aspect
Waterway ,canal,4,Canal-accessible
Wooden or metal mat pin ,skewer,7,Metal skewer (slender rod used for roasting meat)
Head of US company - tried pens (anag) ,president,3,President & COO
"Go regularly to, church perhaps ",attend,1,Frequent attender
"Put down, degrade (6). ",demean,2,Demeaning action
Rotate ,spin,12,Rotated: Spinning or turning on the spot
Decay in teeth ,caries,1,Dental caries
Historic area of France once part of Aquitaine ,poitou,6,"The Charentes region (encompassing both Poitou-Charentes and Nouvelle-Aquitaine) - Renowned for its prehistoric cave paintings, Roman ruins like the town of Saintes, and historical sites like Château d'Yvire."
Rainwater channel,gutter,10,Rill gutter (small)
Of dogs,canine,1,Canines
Price of passage ,fare,1,Ticket fare
Drink ,beverage,9,Savoring beverage
Old Ford model - Italian island,capri,4,"Capri, Italy"
End of day ,sunset,6,Sunset moment
